assetId,filename,family,batchId,simpleCommand
"VIS-CIV-CA-T16-06-HERO","VIS-CIV-CA-T16-06-HERO.webp","CASE_HERO","CIV-VIS-B13","继续 CASE_HERO 第十一批 10 张"
"VIS-CIV-CA-T17-01-HERO","VIS-CIV-CA-T17-01-HERO.webp","CASE_HERO","CIV-VIS-B13","继续 CASE_HERO 第十一批 10 张"
"VIS-CIV-CA-T17-02-HERO","VIS-CIV-CA-T17-02-HERO.webp","CASE_HERO","CIV-VIS-B13","继续 CASE_HERO 第十一批 10 张"
"VIS-CIV-CA-T17-03-HERO","VIS-CIV-CA-T17-03-HERO.webp","CASE_HERO","CIV-VIS-B13","继续 CASE_HERO 第十一批 10 张"
"VIS-CIV-CA-T17-04-HERO","VIS-CIV-CA-T17-04-HERO.webp","CASE_HERO","CIV-VIS-B13","继续 CASE_HERO 第十一批 10 张"
"VIS-CIV-CA-T17-05-HERO","VIS-CIV-CA-T17-05-HERO.webp","CASE_HERO","CIV-VIS-B13","继续 CASE_HERO 第十一批 10 张"
"VIS-CIV-CA-T17-06-HERO","VIS-CIV-CA-T17-06-HERO.webp","CASE_HERO","CIV-VIS-B13","继续 CASE_HERO 第十一批 10 张"
"VIS-CIV-CA-T18-01-HERO","VIS-CIV-CA-T18-01-HERO.webp","CASE_HERO","CIV-VIS-B13","继续 CASE_HERO 第十一批 10 张"
"VIS-CIV-CA-T18-02-HERO","VIS-CIV-CA-T18-02-HERO.webp","CASE_HERO","CIV-VIS-B13","继续 CASE_HERO 第十一批 10 张"
"VIS-CIV-CA-T18-03-HERO","VIS-CIV-CA-T18-03-HERO.webp","CASE_HERO","CIV-VIS-B14","继续 CASE_HERO 第十二批 10 张"
"VIS-CIV-CA-T18-04-HERO","VIS-CIV-CA-T18-04-HERO.webp","CASE_HERO","CIV-VIS-B14","继续 CASE_HERO 第十二批 10 张"
"VIS-CIV-CA-T18-05-HERO","VIS-CIV-CA-T18-05-HERO.webp","CASE_HERO","CIV-VIS-B14","继续 CASE_HERO 第十二批 10 张"
"VIS-CIV-CA-T18-06-HERO","VIS-CIV-CA-T18-06-HERO.webp","CASE_HERO","CIV-VIS-B14","继续 CASE_HERO 第十二批 10 张"
"VIS-CIV-CA-T19-01-HERO","VIS-CIV-CA-T19-01-HERO.webp","CASE_HERO","CIV-VIS-B14","继续 CASE_HERO 第十二批 10 张"
"VIS-CIV-CA-T19-02-HERO","VIS-CIV-CA-T19-02-HERO.webp","CASE_HERO","CIV-VIS-B14","继续 CASE_HERO 第十二批 10 张"
"VIS-CIV-CA-T19-03-HERO","VIS-CIV-CA-T19-03-HERO.webp","CASE_HERO","CIV-VIS-B14","继续 CASE_HERO 第十二批 10 张"
"VIS-CIV-CA-T19-04-HERO","VIS-CIV-CA-T19-04-HERO.webp","CASE_HERO","CIV-VIS-B14","继续 CASE_HERO 第十二批 10 张"
"VIS-CIV-CA-T19-05-HERO","VIS-CIV-CA-T19-05-HERO.webp","CASE_HERO","CIV-VIS-B14","继续 CASE_HERO 第十二批 10 张"
"VIS-CIV-CA-T19-06-HERO","VIS-CIV-CA-T19-06-HERO.webp","CASE_HERO","CIV-VIS-B14","继续 CASE_HERO 第十二批 10 张"
"VIS-CIV-WS-M3000-ATMOSPHERE","VIS-CIV-WS-M3000-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B27","继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张"
"VIS-CIV-WS-M1500-ATMOSPHERE","VIS-CIV-WS-M1500-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B27","继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张"
"VIS-CIV-WS-M0500-ATMOSPHERE","VIS-CIV-WS-M0500-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B27","继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张"
"VIS-CIV-WS-0001-ATMOSPHERE","VIS-CIV-WS-0001-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B27","继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张"
"VIS-CIV-WS-0500-ATMOSPHERE","VIS-CIV-WS-0500-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B27","继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张"
"VIS-CIV-WS-1000-ATMOSPHERE","VIS-CIV-WS-1000-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B27","继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张"
"VIS-CIV-WS-1250-ATMOSPHERE","VIS-CIV-WS-1250-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B27","继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张"
"VIS-CIV-WS-1500-ATMOSPHERE","VIS-CIV-WS-1500-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B27","继续 WORLD_SNAPSHOT_ATMOSPHERE 第一批 8 张"
"VIS-CIV-WS-1750-ATMOSPHERE","VIS-CIV-WS-1750-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B28","继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张"
"VIS-CIV-WS-1850-ATMOSPHERE","VIS-CIV-WS-1850-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B28","继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张"
"VIS-CIV-WS-1914-ATMOSPHERE","VIS-CIV-WS-1914-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B28","继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张"
"VIS-CIV-WS-1945-ATMOSPHERE","VIS-CIV-WS-1945-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B28","继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张"
"VIS-CIV-WS-1980-ATMOSPHERE","VIS-CIV-WS-1980-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B28","继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张"
"VIS-CIV-WS-2000-ATMOSPHERE","VIS-CIV-WS-2000-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B28","继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张"
"VIS-CIV-WS-2026-ATMOSPHERE","VIS-CIV-WS-2026-ATMOSPHERE.webp","WORLD_SNAPSHOT_ATMOSPHERE","CIV-VIS-B28","继续 WORLD_SNAPSHOT_ATMOSPHERE 第二批 7 张"
"VIS-CIV-CF-CONTINENTAL_EMPIRE","VIS-CIV-CF-CONTINENTAL_EMPIRE.webp","COMPARISON_FAMILY","CIV-VIS-B29","继续 COMPARISON_FAMILY 第一批 6 张"
"VIS-CIV-CF-POLYCENTRIC_CIVILIZATION","VIS-CIV-CF-POLYCENTRIC_CIVILIZATION.webp","COMPARISON_FAMILY","CIV-VIS-B29","继续 COMPARISON_FAMILY 第一批 6 张"
"VIS-CIV-CF-MARITIME_CIVILIZATION","VIS-CIV-CF-MARITIME_CIVILIZATION.webp","COMPARISON_FAMILY","CIV-VIS-B29","继续 COMPARISON_FAMILY 第一批 6 张"
"VIS-CIV-CF-KNOWLEDGE_EXPANSION","VIS-CIV-CF-KNOWLEDGE_EXPANSION.webp","COMPARISON_FAMILY","CIV-VIS-B29","继续 COMPARISON_FAMILY 第一批 6 张"
"VIS-CIV-CF-COMMERCIAL_NETWORK","VIS-CIV-CF-COMMERCIAL_NETWORK.webp","COMPARISON_FAMILY","CIV-VIS-B29","继续 COMPARISON_FAMILY 第一批 6 张"
"VIS-CIV-CF-INDUSTRIAL_MODERN_TRANSFORMATION","VIS-CIV-CF-INDUSTRIAL_MODERN_TRANSFORMATION.webp","COMPARISON_FAMILY","CIV-VIS-B29","继续 COMPARISON_FAMILY 第一批 6 张"
"VIS-CIV-TRJ-POPULATION","VIS-CIV-TRJ-POPULATION.webp","TRAJECTORY_MOTIF","CIV-VIS-B30","继续 TRAJECTORY_MOTIF 第一批 8 张"
"VIS-CIV-TRJ-URBAN_DENSITY","VIS-CIV-TRJ-URBAN_DENSITY.webp","TRAJECTORY_MOTIF","CIV-VIS-B30","继续 TRAJECTORY_MOTIF 第一批 8 张"
"VIS-CIV-TRJ-ENERGY","VIS-CIV-TRJ-ENERGY.webp","TRAJECTORY_MOTIF","CIV-VIS-B30","继续 TRAJECTORY_MOTIF 第一批 8 张"
"VIS-CIV-TRJ-SURPLUS_BUFFER","VIS-CIV-TRJ-SURPLUS_BUFFER.webp","TRAJECTORY_MOTIF","CIV-VIS-B30","继续 TRAJECTORY_MOTIF 第一批 8 张"
"VIS-CIV-TRJ-MEMORY_CAPACITY","VIS-CIV-TRJ-MEMORY_CAPACITY.webp","TRAJECTORY_MOTIF","CIV-VIS-B30","继续 TRAJECTORY_MOTIF 第一批 8 张"
"VIS-CIV-TRJ-INFORMATION_VELOCITY","VIS-CIV-TRJ-INFORMATION_VELOCITY.webp","TRAJECTORY_MOTIF","CIV-VIS-B30","继续 TRAJECTORY_MOTIF 第一批 8 张"
"VIS-CIV-TRJ-MOBILITY_RADIUS","VIS-CIV-TRJ-MOBILITY_RADIUS.webp","TRAJECTORY_MOTIF","CIV-VIS-B30","继续 TRAJECTORY_MOTIF 第一批 8 张"
"VIS-CIV-TRJ-COORDINATION_SCALE","VIS-CIV-TRJ-COORDINATION_SCALE.webp","TRAJECTORY_MOTIF","CIV-VIS-B30","继续 TRAJECTORY_MOTIF 第一批 8 张"
"VIS-CIV-TRJ-INSTITUTIONAL_COMPLEXITY","VIS-CIV-TRJ-INSTITUTIONAL_COMPLEXITY.webp","TRAJECTORY_MOTIF","CIV-VIS-B31","继续 TRAJECTORY_MOTIF 第二批 8 张"
"VIS-CIV-TRJ-ECONOMIC_CONNECTIVITY","VIS-CIV-TRJ-ECONOMIC_CONNECTIVITY.webp","TRAJECTORY_MOTIF","CIV-VIS-B31","继续 TRAJECTORY_MOTIF 第二批 8 张"
"VIS-CIV-TRJ-INFRASTRUCTURE_DEPENDENCY","VIS-CIV-TRJ-INFRASTRUCTURE_DEPENDENCY.webp","TRAJECTORY_MOTIF","CIV-VIS-B31","继续 TRAJECTORY_MOTIF 第二批 8 张"
"VIS-CIV-TRJ-DISEASE_COUPLING","VIS-CIV-TRJ-DISEASE_COUPLING.webp","TRAJECTORY_MOTIF","CIV-VIS-B31","继续 TRAJECTORY_MOTIF 第二批 8 张"
"VIS-CIV-TRJ-MEANING_NETWORK_REACH","VIS-CIV-TRJ-MEANING_NETWORK_REACH.webp","TRAJECTORY_MOTIF","CIV-VIS-B31","继续 TRAJECTORY_MOTIF 第二批 8 张"
"VIS-CIV-TRJ-KNOWLEDGE_PARTICIPATION","VIS-CIV-TRJ-KNOWLEDGE_PARTICIPATION.webp","TRAJECTORY_MOTIF","CIV-VIS-B31","继续 TRAJECTORY_MOTIF 第二批 8 张"
"VIS-CIV-TRJ-COMPUTATIONAL_CAPACITY","VIS-CIV-TRJ-COMPUTATIONAL_CAPACITY.webp","TRAJECTORY_MOTIF","CIV-VIS-B31","继续 TRAJECTORY_MOTIF 第二批 8 张"
"VIS-CIV-TRJ-LOAD_FUTURE_CAPACITY","VIS-CIV-TRJ-LOAD_FUTURE_CAPACITY.webp","TRAJECTORY_MOTIF","CIV-VIS-B31","继续 TRAJECTORY_MOTIF 第二批 8 张"
"VIS-CIV-TW-01","VIS-CIV-TW-01.webp","TRANSITION_WINDOW","CIV-VIS-B32","继续 TRANSITION_WINDOW 第一批 8 张"
"VIS-CIV-TW-02","VIS-CIV-TW-02.webp","TRANSITION_WINDOW","CIV-VIS-B32","继续 TRANSITION_WINDOW 第一批 8 张"
"VIS-CIV-TW-03","VIS-CIV-TW-03.webp","TRANSITION_WINDOW","CIV-VIS-B32","继续 TRANSITION_WINDOW 第一批 8 张"
"VIS-CIV-TW-04","VIS-CIV-TW-04.webp","TRANSITION_WINDOW","CIV-VIS-B32","继续 TRANSITION_WINDOW 第一批 8 张"
"VIS-CIV-TW-05","VIS-CIV-TW-05.webp","TRANSITION_WINDOW","CIV-VIS-B32","继续 TRANSITION_WINDOW 第一批 8 张"
"VIS-CIV-TW-06","VIS-CIV-TW-06.webp","TRANSITION_WINDOW","CIV-VIS-B32","继续 TRANSITION_WINDOW 第一批 8 张"
"VIS-CIV-TW-07","VIS-CIV-TW-07.webp","TRANSITION_WINDOW","CIV-VIS-B32","继续 TRANSITION_WINDOW 第一批 8 张"
"VIS-CIV-TW-08","VIS-CIV-TW-08.webp","TRANSITION_WINDOW","CIV-VIS-B32","继续 TRANSITION_WINDOW 第一批 8 张"
"VIS-CIV-TW-09","VIS-CIV-TW-09.webp","TRANSITION_WINDOW","CIV-VIS-B33","继续 TRANSITION_WINDOW 第二批 8 张"
"VIS-CIV-TW-10","VIS-CIV-TW-10.webp","TRANSITION_WINDOW","CIV-VIS-B33","继续 TRANSITION_WINDOW 第二批 8 张"
"VIS-CIV-TW-11","VIS-CIV-TW-11.webp","TRANSITION_WINDOW","CIV-VIS-B33","继续 TRANSITION_WINDOW 第二批 8 张"
"VIS-CIV-TW-12","VIS-CIV-TW-12.webp","TRANSITION_WINDOW","CIV-VIS-B33","继续 TRANSITION_WINDOW 第二批 8 张"
"VIS-CIV-TW-13","VIS-CIV-TW-13.webp","TRANSITION_WINDOW","CIV-VIS-B33","继续 TRANSITION_WINDOW 第二批 8 张"
"VIS-CIV-TW-14","VIS-CIV-TW-14.webp","TRANSITION_WINDOW","CIV-VIS-B33","继续 TRANSITION_WINDOW 第二批 8 张"
"VIS-CIV-TW-15","VIS-CIV-TW-15.webp","TRANSITION_WINDOW","CIV-VIS-B33","继续 TRANSITION_WINDOW 第二批 8 张"
"VIS-CIV-TW-16","VIS-CIV-TW-16.webp","TRANSITION_WINDOW","CIV-VIS-B33","继续 TRANSITION_WINDOW 第二批 8 张"
"VIS-CIV-TW-17","VIS-CIV-TW-17.webp","TRANSITION_WINDOW","CIV-VIS-B34","继续 TRANSITION_WINDOW 第三批 8 张"
"VIS-CIV-TW-18","VIS-CIV-TW-18.webp","TRANSITION_WINDOW","CIV-VIS-B34","继续 TRANSITION_WINDOW 第三批 8 张"
"VIS-CIV-TW-19","VIS-CIV-TW-19.webp","TRANSITION_WINDOW","CIV-VIS-B34","继续 TRANSITION_WINDOW 第三批 8 张"
"VIS-CIV-TW-20","VIS-CIV-TW-20.webp","TRANSITION_WINDOW","CIV-VIS-B34","继续 TRANSITION_WINDOW 第三批 8 张"
"VIS-CIV-TW-21","VIS-CIV-TW-21.webp","TRANSITION_WINDOW","CIV-VIS-B34","继续 TRANSITION_WINDOW 第三批 8 张"
"VIS-CIV-TW-22","VIS-CIV-TW-22.webp","TRANSITION_WINDOW","CIV-VIS-B34","继续 TRANSITION_WINDOW 第三批 8 张"
"VIS-CIV-TW-23","VIS-CIV-TW-23.webp","TRANSITION_WINDOW","CIV-VIS-B34","继续 TRANSITION_WINDOW 第三批 8 张"
"VIS-CIV-TW-24","VIS-CIV-TW-24.webp","TRANSITION_WINDOW","CIV-VIS-B34","继续 TRANSITION_WINDOW 第三批 8 张"
"VIS-CIV-TW-25","VIS-CIV-TW-25.webp","TRANSITION_WINDOW","CIV-VIS-B35","继续 TRANSITION_WINDOW 第四批 8 张"
"VIS-CIV-TW-26","VIS-CIV-TW-26.webp","TRANSITION_WINDOW","CIV-VIS-B35","继续 TRANSITION_WINDOW 第四批 8 张"
"VIS-CIV-TW-27","VIS-CIV-TW-27.webp","TRANSITION_WINDOW","CIV-VIS-B35","继续 TRANSITION_WINDOW 第四批 8 张"
"VIS-CIV-TW-28","VIS-CIV-TW-28.webp","TRANSITION_WINDOW","CIV-VIS-B35","继续 TRANSITION_WINDOW 第四批 8 张"
"VIS-CIV-TW-29","VIS-CIV-TW-29.webp","TRANSITION_WINDOW","CIV-VIS-B35","继续 TRANSITION_WINDOW 第四批 8 张"
"VIS-CIV-TW-30","VIS-CIV-TW-30.webp","TRANSITION_WINDOW","CIV-VIS-B35","继续 TRANSITION_WINDOW 第四批 8 张"
"VIS-CIV-TW-31","VIS-CIV-TW-31.webp","TRANSITION_WINDOW","CIV-VIS-B35","继续 TRANSITION_WINDOW 第四批 8 张"
"VIS-CIV-TW-32","VIS-CIV-TW-32.webp","TRANSITION_WINDOW","CIV-VIS-B35","继续 TRANSITION_WINDOW 第四批 8 张"
"VIS-CIV-SS-01","VIS-CIV-SS-01.webp","SCALE_SHIFT","CIV-VIS-B36","继续 SCALE_SHIFT 第一批 7 张"
"VIS-CIV-SS-02","VIS-CIV-SS-02.webp","SCALE_SHIFT","CIV-VIS-B36","继续 SCALE_SHIFT 第一批 7 张"
"VIS-CIV-SS-03","VIS-CIV-SS-03.webp","SCALE_SHIFT","CIV-VIS-B36","继续 SCALE_SHIFT 第一批 7 张"
"VIS-CIV-SS-04","VIS-CIV-SS-04.webp","SCALE_SHIFT","CIV-VIS-B36","继续 SCALE_SHIFT 第一批 7 张"
"VIS-CIV-SS-05","VIS-CIV-SS-05.webp","SCALE_SHIFT","CIV-VIS-B36","继续 SCALE_SHIFT 第一批 7 张"
"VIS-CIV-SS-06","VIS-CIV-SS-06.webp","SCALE_SHIFT","CIV-VIS-B36","继续 SCALE_SHIFT 第一批 7 张"
"VIS-CIV-SS-07","VIS-CIV-SS-07.webp","SCALE_SHIFT","CIV-VIS-B36","继续 SCALE_SHIFT 第一批 7 张"
"VIS-CIV-LF-POLITICAL_BOUNDARY","VIS-CIV-LF-POLITICAL_BOUNDARY.webp","LOSS_FAMILY","CIV-VIS-B37","继续 LOSS_FAMILY 第一批 6 张"
"VIS-CIV-LF-POPULATION_URBAN","VIS-CIV-LF-POPULATION_URBAN.webp","LOSS_FAMILY","CIV-VIS-B37","继续 LOSS_FAMILY 第一批 6 张"
"VIS-CIV-LF-KNOWLEDGE_INSTITUTIONAL","VIS-CIV-LF-KNOWLEDGE_INSTITUTIONAL.webp","LOSS_FAMILY","CIV-VIS-B37","继续 LOSS_FAMILY 第一批 6 张"
"VIS-CIV-LF-NETWORK_INFRASTRUCTURE","VIS-CIV-LF-NETWORK_INFRASTRUCTURE.webp","LOSS_FAMILY","CIV-VIS-B37","继续 LOSS_FAMILY 第一批 6 张"
"VIS-CIV-LF-MEANING_IDENTITY_CARRIER","VIS-CIV-LF-MEANING_IDENTITY_CARRIER.webp","LOSS_FAMILY","CIV-VIS-B37","继续 LOSS_FAMILY 第一批 6 张"
"VIS-CIV-LF-SUCCESSION_ABSORPTION_FUTURE","VIS-CIV-LF-SUCCESSION_ABSORPTION_FUTURE.webp","LOSS_FAMILY","CIV-VIS-B37","继续 LOSS_FAMILY 第一批 6 张"
"VIS-CIV-LT-LOSS-REGIME-END","VIS-CIV-LT-LOSS-REGIME-END.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B38","继续 LOSS_TYPE_VIGNETTE 第一批 8 张"
"VIS-CIV-LT-LOSS-TERRITORIAL-CONTRACTION","VIS-CIV-LT-LOSS-TERRITORIAL-CONTRACTION.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B38","继续 LOSS_TYPE_VIGNETTE 第一批 8 张"
"VIS-CIV-LT-LOSS-SOVEREIGNTY-LOSS","VIS-CIV-LT-LOSS-SOVEREIGNTY-LOSS.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B38","继续 LOSS_TYPE_VIGNETTE 第一批 8 张"
"VIS-CIV-LT-LOSS-BOUNDARY-RECONFIGURATION","VIS-CIV-LT-LOSS-BOUNDARY-RECONFIGURATION.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B38","继续 LOSS_TYPE_VIGNETTE 第一批 8 张"
"VIS-CIV-LT-LOSS-POPULATION-DECLINE","VIS-CIV-LT-LOSS-POPULATION-DECLINE.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B38","继续 LOSS_TYPE_VIGNETTE 第一批 8 张"
"VIS-CIV-LT-LOSS-URBAN-DECLINE","VIS-CIV-LT-LOSS-URBAN-DECLINE.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B38","继续 LOSS_TYPE_VIGNETTE 第一批 8 张"
"VIS-CIV-LT-LOSS-SETTLEMENT-NETWORK-BREAKDOWN","VIS-CIV-LT-LOSS-SETTLEMENT-NETWORK-BREAKDOWN.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B38","继续 LOSS_TYPE_VIGNETTE 第一批 8 张"
"VIS-CIV-LT-LOSS-DEMOGRAPHIC-TRANSFORMATION","VIS-CIV-LT-LOSS-DEMOGRAPHIC-TRANSFORMATION.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B38","继续 LOSS_TYPE_VIGNETTE 第一批 8 张"
"VIS-CIV-LT-LOSS-INSTITUTIONAL-BREAKDOWN","VIS-CIV-LT-LOSS-INSTITUTIONAL-BREAKDOWN.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B39","继续 LOSS_TYPE_VIGNETTE 第二批 8 张"
"VIS-CIV-LT-LOSS-KNOWLEDGE-TRANSMISSION-LOSS","VIS-CIV-LT-LOSS-KNOWLEDGE-TRANSMISSION-LOSS.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B39","继续 LOSS_TYPE_VIGNETTE 第二批 8 张"
"VIS-CIV-LT-LOSS-EDUCATION-DECLINE","VIS-CIV-LT-LOSS-EDUCATION-DECLINE.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B39","继续 LOSS_TYPE_VIGNETTE 第二批 8 张"
"VIS-CIV-LT-LOSS-PROFESSIONAL-CLASS-LOSS","VIS-CIV-LT-LOSS-PROFESSIONAL-CLASS-LOSS.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B39","继续 LOSS_TYPE_VIGNETTE 第二批 8 张"
"VIS-CIV-LT-LOSS-TRANSPORT-NETWORK-LOSS","VIS-CIV-LT-LOSS-TRANSPORT-NETWORK-LOSS.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B39","继续 LOSS_TYPE_VIGNETTE 第二批 8 张"
"VIS-CIV-LT-LOSS-TRADE-SYSTEM-DISRUPTION","VIS-CIV-LT-LOSS-TRADE-SYSTEM-DISRUPTION.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B39","继续 LOSS_TYPE_VIGNETTE 第二批 8 张"
"VIS-CIV-LT-LOSS-COMMUNICATION-BREAKDOWN","VIS-CIV-LT-LOSS-COMMUNICATION-BREAKDOWN.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B39","继续 LOSS_TYPE_VIGNETTE 第二批 8 张"
"VIS-CIV-LT-LOSS-INFRASTRUCTURE-ABANDONMENT","VIS-CIV-LT-LOSS-INFRASTRUCTURE-ABANDONMENT.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B39","继续 LOSS_TYPE_VIGNETTE 第二批 8 张"
"VIS-CIV-LT-LOSS-RELIGIOUS-TRANSFORMATION","VIS-CIV-LT-LOSS-RELIGIOUS-TRANSFORMATION.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B40","继续 LOSS_TYPE_VIGNETTE 第三批 8 张"
"VIS-CIV-LT-LOSS-CULTURAL-DISCONTINUITY","VIS-CIV-LT-LOSS-CULTURAL-DISCONTINUITY.webp","LOSS_TYPE_VIGNETTE","CIV-VIS-B40","继续 LOSS_TYPE_VIGNETTE 第三批 8 张"
